Account;Area;Kontakt;Kontakt 2;Latitude;Longitude;Segment;Licznik
25024;OBSZAR 1;KONTAKT 6;KONTAKT BRAK;54.1271834;22.9333957;2;1
25034;OBSZAR 1;KONTAKT 8;KONTAKT BRAK;54.10247170498596;23.3504424736365;1;1
25037;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;54.19509;23.00879;2;1
25039;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.40481358171906;22.794843136760182;2;1
25165;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.62765;22.64553;2;1
25315;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;54.127789124234646;22.947181327878813;4;1
25365;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.12332715961757;22.07262018801878;1;1
25414;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.91055;22.88253;4;1
25444;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.00378499999999;22.9219;2;1
25445;OBSZAR 1;KONTAKT 4;KONTAKT BRAK;53.19397443288779;22.383733513976953;2;1
25503;OBSZAR 1;KONTAKT 8;KONTAKT BRAK;53.83952499999999;22.9752968;2;1
25531;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.9115;23.5155;1;1
25537;OBSZAR 1;KONTAKT 6;KONTAKT BRAK;54.108591;22.941065;3;1
25551;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.163664;22.0860491;2;1
25590;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.65095359999999;23.3518556;2;1
25596;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.39543;23.03525;3;1
25600;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;54.105868218922645;23.351019364870996;4;1
25623;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.160049;22.056606;1;1
25631;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.14913;22.40564;3;1
25662;OBSZAR 1;KONTAKT 2;KONTAKT BRAK;53.0141427;23.3375903;3;1
25663;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.0141;23.33893;1;1
25723;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.918276539637795;22.511987566192953;4;1
25729;OBSZAR 1;KONTAKT 6;KONTAKT BRAK;54.0874513;22.9258853;3;1
25837;OBSZAR 1;KONTAKT 4;KONTAKT BRAK;53.12756599999999;23.1010914;1;1
25864;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.22694;21.8817;1;1
25865;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.22356;21.87962;4;1
25868;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;54.09977;22.93129;2;1
25870;OBSZAR 1;KONTAKT 6;KONTAKT BRAK;54.092387;22.9375207;3;1
25916;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.93167589999999;23.1527569;1;1
25917;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.85751905323635;23.00882204949331;2;1
25918;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.920711;23.210506;3;1
25922;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.926719;23.2107959;4;1
25998;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;54.24728364221;22.804210911362826;3;1
26043;OBSZAR 1;KONTAKT BRAK;KONTAKT 4;53.1281532;23.1810348;1;1
26140;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.00201;22.25028;1;1
26145;OBSZAR 1;KONTAKT 6;KONTAKT BRAK;54.099264;22.898743;1;1
26165;OBSZAR 1;KONTAKT 4;KONTAKT BRAK;53.1250457;23.1713185;2;1
26191;OBSZAR 1;KONTAKT 5;KONTAKT BRAK;53.3945906;23.038052;1;1
26200;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.76374;23.0091;3;1
26227;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.74828205048313;23.604058980448016;2;1
26257;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;54.09991;22.94471;2;1
26265;OBSZAR 1;KONTAKT 5;KONTAKT BRAK;53.2083637;23.0157427;3;1
26276;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;54.10245971451711;22.94253682856829;1;1
26289;OBSZAR 1;KONTAKT 6;KONTAKT BRAK;54.32672299999999;22.9655051;1;1
26304;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.6478258;23.3480278;4;1
26360;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.915105872626164;22.511013385942235;2;1
26363;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;54.08226;23.1128;4;1
26379;OBSZAR 1;KONTAKT 2;KONTAKT BRAK;53.12054089999999;23.099764;1;1
26393;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.14657463796635;23.153002976759204;4;1
26409;OBSZAR 1;KONTAKT 5;KONTAKT BRAK;52.796411;22.313322;4;1
26410;OBSZAR 1;KONTAKT 5;KONTAKT BRAK;52.797584;22.313076;4;1
26467;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.725906386091374;23.568091557635306;2;1
26482;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;54.26758;23.04295;4;1
26499;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.155967626241505;23.13461738908865;1;1
26503;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.98346;23.15362;4;1
26581;OBSZAR 1;KONTAKT 5;KONTAKT BRAK;53.4073329;22.7861899;1;1
26588;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.40616499999999;23.49303;2;1
26609;OBSZAR 1;KONTAKT 4;KONTAKT BRAK;53.152686;23.1222631;2;1
26642;OBSZAR 1;KONTAKT 4;KONTAKT BRAK;53.13577467761443;23.19215879334376;1;1
26669;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.154420898515575;23.12549252105517;4;1
26679;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.62935757232432;22.415217058393466;2;1
26687;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.652938392655926;23.351256294738448;1;1
26718;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.28602;21.84857;4;1
26752;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.467215782792486;23.230094235970512;3;1
26763;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.1242052;23.2283858;4;1
26809;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.15887153720929;22.06580035354758;2;1
26819;OBSZAR 1;KONTAKT 7;KONTAKT BRAK;52.744537;23.5955681;1;1
26833;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;54.09554699215096;22.653980504086704;3;1
26837;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.840348261862665;22.975713333947944;2;1
26842;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.08955;22.44112;4;1
26845;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.14805521793882;22.04708291844325;1;1
26911;OBSZAR 1;KONTAKT 7;KONTAKT BRAK;52.74141789999999;23.5661701;4;1
26947;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.90673;23.77523;2;1
27012;OBSZAR 1;KONTAKT 8;KONTAKT BRAK;53.987133;22.785371;4;1
27076;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.14064887096087;23.1733260746685;4;1
27087;OBSZAR 1;KONTAKT 4;KONTAKT BRAK;53.1390798;23.1245899;2;1
27150;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.11680621441977;23.141043411914385;3;1
27273;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.98669063303506;22.247350856878587;4;1
27329;OBSZAR 1;KONTAKT 5;KONTAKT BRAK;53.2763739;22.8286109;2;1
27342;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.13768898751598;23.18737789798064;3;1
27357;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.43469043853781;22.856950312730067;4;1
27360;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.16298241655162;22.06680347765827;4;1
27385;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.12645081119646;23.137485961803023;2;1
27411;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.55054;22.3549;3;1
27428;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.27642;22.87004;2;1
27429;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.266;22.90561;4;1
27470;OBSZAR 1;KONTAKT 6;KONTAKT BRAK;54.251739;22.655491;1;1
27495;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.16045399999999;22.071595;4;1
27538;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.73003979725118;22.689499090598925;4;1
27555;OBSZAR 1;KONTAKT 8;KONTAKT BRAK;53.8379208;22.9805279;3;1
27578;OBSZAR 1;KONTAKT 4;KONTAKT BRAK;53.143797;23.177727;4;1
27601;OBSZAR 1;KONTAKT 5;KONTAKT BRAK;53.31099889999999;22.917554;1;1
27602;OBSZAR 1;KONTAKT 5;KONTAKT BRAK;53.40221589999999;22.8007709;3;1
27859;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.467201568802714;23.230430041480457;3;1
27881;OBSZAR 1;KONTAKT 7;KONTAKT BRAK;52.7485239;23.602078;4;1
27967;OBSZAR 1;KONTAKT 8;KONTAKT BRAK;53.913552;22.975921;3;1
28003;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;54.10519;23.36172;3;1
28039;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.44362;23.09508;1;1
28053;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;54.02123;22.98488;1;1
28067;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.28613678891957;22.30339009364251;4;1
28076;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.17331651864054;23.28759854652969;4;1
28227;OBSZAR 1;KONTAKT 8;KONTAKT BRAK;53.84519599999999;22.9793259;2;1
28300;OBSZAR 1;KONTAKT 8;KONTAKT BRAK;53.839841;22.9893529;3;1
28305;OBSZAR 1;KONTAKT 8;KONTAKT BRAK;53.84515;22.998193;3;1
28308;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.39774;23.52132;2;1
28311;OBSZAR 1;KONTAKT 8;KONTAKT BRAK;53.8485937;22.9947035;1;1
28342;OBSZAR 1;KONTAKT 8;KONTAKT BRAK;53.85236;22.9740499;4;1
28349;OBSZAR 1;KONTAKT 8;KONTAKT BRAK;53.853552;23.026107;4;1
28360;OBSZAR 1;KONTAKT 8;KONTAKT BRAK;53.84047;22.99888;1;1
28366;OBSZAR 1;KONTAKT 8;KONTAKT BRAK;53.848138;22.9651967;3;1
28372;OBSZAR 1;KONTAKT 8;KONTAKT BRAK;53.85086159999999;22.9684251;2;1
28376;OBSZAR 1;KONTAKT 8;KONTAKT BRAK;53.8401577;22.9838832;1;1
28451;OBSZAR 1;KONTAKT 7;KONTAKT BRAK;52.6497498;23.0369089;4;1
28550;OBSZAR 1;KONTAKT 7;KONTAKT BRAK;52.7807786;23.1899255;1;1
28571;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.16596027797478;22.062116793335065;1;1
28604;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.16083;22.07469;4;1
28619;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.17469165597504;22.038459031611996;1;1
28668;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.9612115901733;22.244063936349267;3;1
28669;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.13561;22.04256;2;1
28707;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.165761320343314;23.110231135595647;3;1
28777;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.4017;23.48621;4;1
28791;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.98447722092395;22.6909836337214;1;1
28800;OBSZAR 1;KONTAKT 4;KONTAKT BRAK;53.1250496;23.1722711;4;1
28801;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.64951156697825;23.353340881296596;2;1
28802;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.65358;23.34935;4;1
28825;OBSZAR 1;KONTAKT 2;KONTAKT BRAK;53.1295469;23.022965;4;1
28893;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.29773;23.2814;3;1
28894;OBSZAR 1;KONTAKT 4;KONTAKT BRAK;53.1432939;23.1368238;2;1
28895;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.1361179;23.1254999;4;1
28901;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.0961179;23.209895;2;1
28915;OBSZAR 1;KONTAKT 6;KONTAKT BRAK;54.36428249999999;22.869112;1;1
28945;OBSZAR 1;KONTAKT 6;KONTAKT BRAK;54.363498;22.8637863;2;1
29000;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.11398;23.12854;3;1
29001;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.14268;23.2201391;1;1
29041;OBSZAR 1;KONTAKT 5;KONTAKT BRAK;53.14208619999999;23.1567839;3;1
29042;OBSZAR 1;KONTAKT 5;KONTAKT BRAK;53.12727;23.0772289;1;1
29087;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.7497;23.44208;4;1
29102;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.24294247201063;21.774461372014038;2;1
29113;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.84386;22.89721;4;1
29133;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.35943716246413;22.070755459942614;1;1
29135;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.39785878564393;22.87137323277928;1;1
29228;OBSZAR 1;KONTAKT 4;KONTAKT BRAK;53.15307139999999;23.1322548;2;1
29235;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.57738511652246;23.10807913490713;4;1
29246;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.27814;22.80149;2;1
29284;OBSZAR 1;KONTAKT 5;KONTAKT BRAK;53.1949686;22.0941362;4;1
29302;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.42994;23.23015;3;1
29307;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.13474739039949;23.182138486521183;1;1
29369;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.7715656;22.8186568;4;1
29374;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.12956;23.08527;1;1
29565;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.14590683736478;22.993329874441716;1;1
29568;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.52437722112498;22.70974823231177;3;1
29606;OBSZAR 1;KONTAKT 7;KONTAKT BRAK;52.7733013;23.1953115;2;1
29607;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.77330604757602;23.19542228378085;2;1
29647;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.93429468198124;23.31606216130848;3;1
29670;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.17893132721049;22.080384860974355;3;1
29671;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.17808656827304;22.057672288659706;4;1
29749;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.04032984736115;22.332410878288695;1;1
29752;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.01973;23.13955;2;1
29753;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.74629386546701;22.842378540329342;1;1
29756;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.65014;22.45311;3;1
29786;OBSZAR 1;KONTAKT 6;KONTAKT BRAK;54.0985415;22.9377774;3;1
29788;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.16624;22.05787;2;1
29830;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.10981;22.12476;2;1
29840;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.0389;21.98876;3;1
29853;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.16665;23.11792;3;1
29856;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.40506639145642;22.795665662886424;3;1
29872;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.67883;22.49808;4;1
29931;OBSZAR 1;KONTAKT 4;KONTAKT BRAK;53.140917208382874;23.158917911974246;3;1
29970;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.39508178875247;22.6579975644338;4;1
29996;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;54.251237306172285;23.17862625843186;1;1
30175;OBSZAR 1;KONTAKT 2;KONTAKT BRAK;52.8052129;22.559098;4;1
30188;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.2711511;23.7707702;3;1
30191;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.72616288355399;22.730124079008633;1;1
30253;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.111205;23.118139;3;1
30342;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.1504049;23.1160292;1;1
30343;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.14933;23.115199;4;1
30424;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.57709;23.108153;2;1
30442;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.132971248319535;23.155704662377293;2;1
30634;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.743688858016284;22.843471626151857;2;1
30638;OBSZAR 1;KONTAKT 6;KONTAKT BRAK;54.105133;22.927665;3;1
30747;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.40602699999999;23.499579;2;1
30759;OBSZAR 1;KONTAKT 9;KONTAKT BRAK;53.122072;23.1432906;3;1
30777;OBSZAR 1;KONTAKT 5;KONTAKT BRAK;53.145539;23.113965;1;1
30801;OBSZAR 1;KONTAKT 7;KONTAKT BRAK;53.0340829;23.604843;2;1
30802;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.1215903434186;23.202194310274436;1;1
30805;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.405785;23.4944662;2;1
30819;OBSZAR 1;KONTAKT 4;KONTAKT BRAK;53.1540935;23.1161078;4;1
30820;OBSZAR 1;KONTAKT 2;KONTAKT BRAK;53.1376862;23.1822107;1;1
30821;OBSZAR 1;KONTAKT 2;KONTAKT BRAK;53.0156913;23.3281485;3;1
30870;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.51503397341652;23.362606155540607;1;1
30906;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.778281311094915;23.20382362906646;2;1
30908;OBSZAR 1;KONTAKT 8;KONTAKT BRAK;53.38104;22.154053;4;1
30924;OBSZAR 1;KONTAKT 2;KONTAKT BRAK;53.1452258;23.1012747;3;1
30930;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.07032;23.07518;3;1
30945;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;54.12274291752228;22.920799999212836;3;1
30974;OBSZAR 1;KONTAKT 2;KONTAKT BRAK;53.11818;23.09419;3;1
30980;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;54.10451675915745;22.92806331839789;3;1
30981;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;54.105841787556805;22.9245685431172;2;1
31026;OBSZAR 1;KONTAKT 5;KONTAKT BRAK;53.178999376272486;22.065303450082137;4;1
31032;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.40728;23.4962;3;1
31042;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.97780728168104;22.24875448686813;3;1
31045;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.1440652;23.1794102;3;1
31054;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.6542057149527;23.350495725986647;1;1
31088;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.4441027;23.088502;3;1
31108;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.55987;22.28884;3;1
31121;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.46988;22.01643;2;1
31122;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.91594;22.50798;3;1
31139;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;54.1199;22.93634;1;1
31140;OBSZAR 1;KONTAKT 5;KONTAKT BRAK;53.1595889;22.0680341;1;1
31145;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.150707888663;23.084082103090378;2;1
31161;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.47752;22.95186;4;1
31173;OBSZAR 1;KONTAKT 4;KONTAKT BRAK;53.1383753;23.147197;2;1
31174;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.14301321670642;23.184808293551285;4;1
31190;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.39791;23.04169;3;1
31199;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.93482;22.97835;4;1
31221;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;54.1236729;22.9341144;3;1
31263;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.9967;22.89279;1;1
31274;OBSZAR 1;KONTAKT 2;KONTAKT BRAK;53.096372;23.12368;4;1
31279;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.66236;23.19371;2;1
31287;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.3033513;23.2859774;4;1
31294;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.29755373220338;23.28102870636482;3;1
31376;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.62738;22.64777;2;1
31377;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.60951;22.87567;1;1
31378;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.60067;22.81175;4;1
31411;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.99479;22.78935;3;1
31414;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.72959;22.6922159;3;1
31454;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.17974941348317;22.077967787253716;1;1
31521;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.15546230962237;23.199260428903475;4;1
31527;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.19619;22.13738;2;1
31548;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.6788;22.49797;1;1
31562;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.26392;23.77322;4;1
31725;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.42194;21.79136;4;1
31781;OBSZAR 1;KONTAKT 7;KONTAKT BRAK;52.433350822225904;22.87285379608901;3;1
31882;OBSZAR 1;KONTAKT 5;KONTAKT BRAK;53.1586854;22.0652418;1;1
32085;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.30034;22.84703;2;1
32133;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.143505154560394;23.15430813011772;2;1
32135;OBSZAR 1;KONTAKT 6;KONTAKT BRAK;54.249835;23.183925;3;1
32208;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.68716;22.79606;3;1
32233;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.1268356;23.1926289;3;1
32285;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.908750183381066;22.093522312257544;1;1
32296;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.0679256;23.8159063;2;1
32379;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.97665466163511;22.2450841713815;2;1
32389;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.42740922479061;22.863761909851593;1;1
32393;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.4347647;22.8627924;2;1
32402;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;54.17837;22.63555;4;1
32536;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.4751;21.91642;1;1
32564;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.40440159552285;22.79976226863076;1;1
32565;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.405650441090245;22.808751257049277;2;1
32566;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.40411039228155;22.801419826509896;4;1
32815;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.63435463329941;22.461545924211464;3;1
32842;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.577259999999995;23.110125;3;1
32890;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.17918234597921;22.054246144238146;2;1
32895;OBSZAR 1;KONTAKT 5;KONTAKT BRAK;53.1638867;22.0755913;3;1
32987;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.13347487035486;23.151451584950095;2;1
33041;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;54.25125401964658;22.655413053044494;4;1
33116;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.1254186;23.1840726;4;1
33117;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.827926;22.949866;4;1
33256;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.39369600000001;21.793484;1;1
33312;OBSZAR 1;KONTAKT 4;KONTAKT BRAK;53.1253486;23.1567928;1;1
33355;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.98601878865644;22.24154239934251;2;1
33506;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.091053252615495;22.43605609160177;3;1
33592;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.86814;22.54627;4;1
33622;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.4127;21.922482;1;1
33623;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.844712664621305;22.980831443452306;1;1
33669;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.03963;21.99177;4;1
33841;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.205335;22.771576;4;1
33842;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.578945;23.044489;2;1
33993;OBSZAR 1;KONTAKT 2;KONTAKT BRAK;53.0979224;23.1219262;1;1
34014;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.163317;22.075247;3;1
34136;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.47514;22.85806;3;1
34143;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;54.115115;22.941015;1;1
34310;OBSZAR 1;KONTAKT 8;KONTAKT BRAK;53.641285;22.472585;3;1
34333;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.14604;23.15003;3;1
34363;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;54.094854921856374;22.652685402327762;2;1
34378;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.123848;23.8894665;3;1
34558;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.907362;23.512338;3;1
34559;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.77038555757532;23.589138209468977;4;1
34605;OBSZAR 1;KONTAKT 7;KONTAKT BRAK;52.7689098;23.1923911;2;1
34606;OBSZAR 1;KONTAKT 7;KONTAKT BRAK;52.7587959;23.215414;2;1
